id,genus,species,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12,Comp13,Comp14,Comp15,Comp16,Comp17,Comp18,Comp19,Comp20,Comp21,Comp22,Comp23,Comp24,Comp25,Comp26,Comp27,Comp28,Comp29,Comp30
ANSP_206718,Delturus,brevis,-0.261637619921633,-0.0421998360172422,0.039711140948811,-0.00075956144890088105,-0.0159817383080457,0.0245066803350041,-0.00460996096151384,0.074750046418967,-0.0542395515709527,-0.0179013758780617,0.0469093817236886,-0.00627087422259425,-0.0020060672042122,-0.0025674044126618,-0.0215472916633579,-0.0207148921842867,-0.00685641191591102,0.00547725451126455,-0.00636600051034332,-0.0189668670800496,-0.0161658111023855,0.0017070846544743,-0.0141359244618995,0.0173353671460228,0.0167923049412675,0.00150177698319997,-0.0134399697430217,0.0067066714185382,-0.0049743224529057,0.0046583873573355
MCP_28037,Delturus,carinotus,-0.173325152264672,-0.0313908635039545,-0.0190518515631569,0.0175533771843777,-0.0371514918173074,0.0336403673875528,-0.00167280690923609,0.0282290801895451,-0.0334583238100703,0.0293216426653289,-0.0841600885048428,0.0161268347986637,-0.0308989908601988,-0.0253982920115315,0.0270103532712948,-0.0375954728663844,0.00644799461598733,0.00652375377002839,-0.00220870830042698,0.00210303762986016,-7.19578866217299e-4,0.00412786369683986,0.00700817447605962,6.74646858680598e-4,0.0221822724167315,-0.00287444041806173,-0.0064246005314336,0.00178444115499609,0.00825302458544168,-0.00685899847035502
MCP_19780,Hemipsilichthys,gobio,-0.140684523936306,0.017669897227607,-0.0364732693945905,-0.0429012304229839,0.0172097553699081,0.0284047036565346,-0.00811763830545962,0.0662157565225671,-0.0452622269065525,-0.0435802307498207,-0.02905580909906,0.0250123560191585,0.00657210880701233,0.0107480766833448,0.0353831995752435,-0.0318438542658047,0.00655082922821416,-0.0110560290956471,-0.0313160300774887,-0.011353506225243,-0.00266707286974131,0.0172068469408995,-0.00529329243895552,-1.2225852738375e-4,-0.00981644288268089,-0.0050119702406688,-0.0105253632599664,0.0084493007715176,-0.00346263018860471,-0.00932386199534171
MCP_38780,Hemipsilichthys,nimius,-0.204483940096956,-0.0292314107449552,-0.0346521809711262,-0.0456823639584431,-0.0103671715310656,0.0286491174117679,-0.00679561064879824,0.0540664874483126,-0.057014665193545,-0.0070454605755193,0.0014512575677009,8.66918117257517e-4,-0.0212491038245503,0.00600579798870791,-0.00982639083673301,-0.0126206063696079,-0.00808361960349349,-0.00327909934705849,-0.00515385687956111,-0.00491713452526399,-0.0142990562019319,0.0128451163460626,0.00115075855350275,0.0170121427962278,0.0109360667223598,4.42332468010929e-4,-0.00553846005934747,0.0185668237692616,-0.00146341044554958,0.0108783100243105
MCP_39539,Hemipsilichthys,papillatus,-0.18949268799534,-0.035525905938685,0.00649937530163465,-0.0161688848650193,0.00987435437896767,0.0324638391972513,-0.00628018452031998,0.0536329678281912,-0.0706321486018547,-0.0426346675289059,-0.041701767865977,-0.00708131830081567,-0.0269377445423583,0.0177874429572953,0.0373700395889707,-0.0206994957609806,-0.0150556173953242,-0.0117473713023423,-0.019880400833705,-0.0304937256777534,-0.0212888745618023,0.0276973191899544,-0.00733067358833789,-0.0129492081392895,0.0196886253384068,0.0102998895615534,0.00817823778328506,-0.0053238746686356,1.48782643093985e-4,0.00244075441885148
AMNH_240826,Acestridium,triplax,-0.0530926435355609,0.130867139871556,-0.0961741693152,0.162033002234266,-0.0421932651375565,0.0153284308411219,0.0160428071314142,0.0795249107828644,0.0994708579476286,0.0568374596006249,-0.0237368268898699,-0.0545505098986983,0.0794063309717796,0.00743137042522082,0.0966980507360973,0.0119194010813729,-0.00851046602956641,-0.00761946489576333,0.00565960598485678,0.0236359832470823,0.0211455034631465,0.00312643392516719,0.00326543548810733,0.00632273863865231,9.03737528457739e-4,0.00419612099598018,0.0039569160611704,0.00616991957606467,-0.0106644284330588,-0.0101016528216584
AMNH_240827,Acestridium,triplax,-0.0272860144916512,0.0840532140630721,-0.162172647507675,0.140275460191258,-0.0591454681617814,-0.0123587024303108,0.021865857597236,-0.0213920453188796,0.072818731653367,0.0494017075312814,0.0457976506339939,0.00589726130064032,-0.0325282794029925,-0.0277253112322286,0.0457059934344976,-0.0362429018612097,0.0443209863970578,0.0220985944167384,-0.00600889365349318,0.034108910204793,-0.0219889105712633,-0.0179615665788173,-0.0304462524040431,-0.0272431082696678,0.0361066749529107,-0.00839877247273502,-0.00566847742388047,-0.0102343839471545,0.00770632494166921,0.0147699039448679
FMNH_92883,Hypoptopoma,sp,0.0796724553247403,0.14267668922342,0.0762673126088361,0.0721751938698285,0.0087156770813733,-0.0129780635520983,-0.0221031647207601,0.00516011969077046,0.00589899156762705,0.00243945236220773,0.0211645800185775,-0.0229727908511025,-0.0161223381867453,-0.0228653045404158,0.0036747251601584,0.0247257819953408,-0.00996924211571895,-0.0410703434300905,-0.00419673917439576,0.0203656601715869,-0.014605121077318,0.00571679180087463,0.023119513517002,0.0152720129280898,2.82922512649707e-4,-0.00364974261669685,0.0110001477241848,-1.52204108158924e-4,0.00954728426827371,0.00768120636540001
MCP_51458,Leptotocinclus,ctenistus,-0.0235223137130151,0.1559554316034,0.0139679727797492,0.0187423752636691,0.0180865141493738,-0.0532522802681565,-0.036777204338485,0.0253333146575808,0.0361833717701214,-0.024856783807341,0.0126755107802151,-0.00632603412586179,0.0135966498178888,-0.015010508422246,-0.0179107494303506,0.0256307238643828,2.0037786552377e-4,0.0360268229811182,-0.00571828443754993,0.00500156414759997,-0.00154794364412083,0.0139564477589602,-0.00387149492113834,-0.0163911331580564,-0.00280183978369684,0.0112110436220822,0.00319558397075623,-0.00647503771645821,0.00593565402059045,0.00734689413895808
MCP_35888,Leptotocinclus,madeirae,-0.00487352151292397,0.117280227774738,0.058822243393134,0.0404513979611854,0.0213612981366463,-0.0327710596782503,0.0361984005546159,0.0528842600785846,0.00903851347805308,0.052755115093529197,0.0422040531549579,-0.0884440216348513,0.0155429562123061,0.0396486743181668,-0.0380733771970572,-0.0366382254777659,-0.0402677421355675,0.0131800914367474,0.0333321793580053,-0.0186263725137615,-0.0156541751614858,0.0196549327386376,-0.0296935755086635,-0.0116009129140011,0.0135927699010421,-0.0062982274673464,-8.07365623921311e-4,0.0061917939712946,-0.0132250299934223,-0.00101121436972408
